//Index   Rate   Name                                 Level   MaxLife   MaxMana   DamageMin   DamageMax   Defense   MagicDefense   AttackRate   DefenseRate   MoveRange   AttackType   AttackRange   ViewRange   MoveSpeed   AttackSpeed   RegenTime   Attribute   ItemRate   MoneyRate   MaxItemLevel   MonsterSkill   Resistance1   Resistance2   Resistance3   Resistance4
221       1      "Slingshot attack"                   2       50        0         15          30          70        20             10           30            0           0            0             0           400         1500          0           0           0          0           0              0              0             0             0             0
222       1      "Slingshot defense"                  2       50        0         15          30          70        20             10           30            0           0            0             0           400         1500          0           0           0          0           0              0              0             0             0             0
223       1      "Senior"                             2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
224       1      "Guardsman"                          2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
226       1      "Trainer"                            2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
229       1      "Marlon"                             2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
230       1      "Wandering Merchant Alex"            2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
231       1      "Thompson Kenel"                     2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
232       1      "Archangel"                          2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
233       1      "Messenger of Archangel"             2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
234       1      "Pet Trainer"                        2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
235       1      "Sebina the Priest"                  2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
236       1      "Golden Archer"                      2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
237       1      "Charon"                             2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
238       1      "Chaos Goblin"                       2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
239       1      "Arena Guard"                        2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
240       1      "Safety Guardian"                    2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
241       1      "Royal Guard Captain Lorence"        2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
242       1      "Elf Lala"                           2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
243       1      "Eo the Craftsman"                   2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
244       1      "Caren the Barmaid"                  2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
245       1      "Wizard Izabel"                      2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
246       1      "Weapons Merchant Zienna"            20      1000      0         15          30          70        0              100          30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
247       1      "Guard"                              90      10000     0         180         195         70        20             300          100           5           0            2             2           400         1500          10          1           200        10          0              0              0             0             0             0
248       1      "Wandering Merchant Martin"          20      1000      0         15          30          70        0              100          30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
249       1      "Guard"                              90      10000     0         180         195         70        20             300          100           5           0            5             5           400         1500          10          1           200        10          0              0              0             0             0             0
250       1      "Wandering Merchant"                 20      1000      0         15          30          70        20             100          30            0           0            0             5           400         1000          10          0           200        10          0              0              0             0             0             0
251       1      "Hanzo the Blacksmith"               20      1000      0         15          30          70        20             100          30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
252       1      ""                                   2       50        0         15          30          70        20             10           30            0           0            2             5           400         1000          10          0           200        10          0              0              0             0             0             0
253       1      "Potion Girl Amy"                    2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
254       1      "Pasi the Mage"                      2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
255       1      "Lumen the Barmaid"                  2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
256       1      "Lahap"                              2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
257       1      "Shadow Phantom Soldier"             2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
259       1      "Oracle Layla"                       2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
260       1      "Death Angel"                        88      31000     0         408         443         315       0              587          195           3           17           6             7           500         1500          10          2           135        0           3              0              23            23            23            23
261       1      "Death Centurion"                    98      48000     0         546         581         430       0              715          250           3           17           6             7           500         1500          10          2           135        0           3              0              25            25            25            25
262       1      "Blood Soldier"                      85      26000     0         365         395         280       0              540          177           3           17           6             7           500         1500          10          2           155        0           3              0              22            22            22            22
263       1      "Aegis"                              79      18000     0         310         340         230       0              460          163           3           17           1             7           500         1500          10          2           155        0           3              0              20            20            20            20
264       1      "Rogue Centurion"                    82      21000     0         335         365         250       0              490          168           3           17           2             5           500         1500          10          2           155        0           3              0              21            21            21            21
265       1      "Necron"                             93      38500     0         470         505         370       0              645          220           3           17           2             5           500         1500          10          2           135        0           3              0              24            24            24            24
266       1      "Schriker"                           105     60000     0         640         675         515       0              810          290           3           17           6             7           500         1600          10          2           135        0           4              0              26            26            26            26
267       1      "Illusion of Kundun"                 117     100000    0         835         870         680       0              1000         360           3           150          10            7           800         1700          10800       2           110        0           4              0              50            50            50            50
268       1      "Death Angel"                        105     65000     0         610         645         500       0              760          275           3           17           6             7           500         1500          10          2           130        0           3              0              26            26            26            26
269       1      "Death Centurion"                    114     87500     0         753         788         620       0              900          335           3           17           6             7           500         1500          10          2           130        0           3              0              28            28            28            28
270       1      "Blood Soldier"                      101     56000     0         570         600         460       0              713          255           3           17           6             7           500         1500          10          2           150        0           3              0              25            25            25            25
271       1      "Aegis"                              95      42000     0         520         550         410       0              655          230           3           17           1             7           500         1500          10          2           150        0           3              0              23            23            23            23
272       1      "Rogue Centurion"                    98      48500     0         540         570         432       0              680          240           3           17           2             5           500         1500          10          2           150        0           3              0              24            24            24            24
273       1      "Necron"                             109     75500     0         672         707         550       0              820          303           3           17           2             5           500         1500          10          2           130        0           3              0              27            27            27            27
274       1      "Schriker"                           119     105000    0         850         885         710       0              1000         370           3           17           6             7           500         1600          10          2           130        0           4              0              29            29            29            29
275       1      "Kundun"                             147     5000000   0         2000        2500        1500      0              2000         1000          3           150          15            10          800         2000          43200       2           100        0           4              0              100           254           100           100
277       1      "Castle Gate"                        2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
278       1      "Life Stone"                         2       250000    0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
283       1      "Guardian Statue"                    2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
284       1      ""                                   2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
285       1      "Guardian"                           2       30000     0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
286       1      "Archer"                             100     23000     0         340         390         340       0              520          190           0           0            6             7           400         2000          0           2           0          0           0              0              7             7             7             7
287       1      "Spearman"                           100     26000     0         390         430         380       0              590          200           0           0            1             3           400         1600          0           2           0          0           0              0              7             7             7             7
288       1      "Canon Tower"                        200     50        0         575         610         500       20             1000         30            0           150          7             6           400         2000          0           0           0          0           0              0              0             0             0             0
290       1      "Lizard Warrior"                     78      15000     0         270         320         210       0              430          140           3           0            1             5           400         1400          10          2           200        46          3              0              26            26            26            26
291       1      "Fire Golem"                         102     55000     0         560         600         550       0              870          310           3           0            1             7           500         1600          10          2           150        166         4              0              29            29            29            29
292       1      "Queen Bee"                          92      34500     0         489         540         360       0              620          240           3           3            5             5           500         2000          10          2           180        46          3              0              28            28            28            28
293       1      "Poison Golem"                       84      25000     0         375         425         275       0              530          190           3           17           4             6           500         2000          10          2           180        100         3              0              27            27            27            27
294       1      "Ax Warrior"                         75      11500     0         255         290         195       0              385          125           3           0            1             5           400         1400          10          2           200        46          3              0              25            25            25            25
295       1      "Erohim"                             128     3000000   0         1500        2000        1000      0              1500         800           3           150          6             8           650         1600          43200       2           100        100         4              0              100           254           100           100
300       1      "Hero Mutant"                        82      20000     0         500         560         380       0              415          170           20          0            1             10          800         1600          10          2           150        10          3              0              16            16            16            16
301       1      "Omega Wing"                         102     69000     0         978         1080        720       0              670          290           20          0            1             10          800         1600          10          2           150        10          3              0              26            26            28            26
302       1      "Axl Hero"                           85      23000     0         510         580         390       0              435          175           20          0            1             10          800         1600          10          2           150        10          3              0              50            50            50            50
303       1      "Gigas Golem"                        94      50000     0         750         850         550       0              580          240           20          17           5             10          1000        2500          10          2           150        10          3              0              54            54            54            54
304       1      "Witch Queen"                        94      38500     0         408         442         357       0              637          230           4           0            3             7           450         1700          10          2           160        46          3              0              22            22            22            22
305       1      "Blue Golem"                         84      25000     0         288         322         277       0              507          170           4           0            2             7           450         1500          10          2           180        46          3              0              21            21            21            21
306       1      "Death Rider"                        78      14000     0         260         294         222       0              402          144           4           0            1             5           450         1400          10          2           180        46          3              0              20            20            20            20
307       1      "Forest Orc"                         74      11000     0         258         282         197       0              390          127           4           0            1             5           450         1400          10          2           180        46          3              0              19            19            19            19
308       1      "Death Tree"                         72      10000     0         248         272         187       0              362          120           4           0            1             5           450         1400          10          2           180        46          3              0              18            18            18            18
309       1      "Hell Maine"                         98      50000     0         550         600         520       0              850          300           6           0            5             10          600         2000          150         2           150        46          4              0              50            50            50            50
310       1      "Hammer Scout"                       97      45000     0         530         560         420       0              670          250           6           0            1             5           600         1600          10          2           180        28          3              0              15            15            15            15
311       1      "Lance Scout"                        97      45000     0         530         560         420       0              670          250           6           0            3             6           600         1600          10          2           180        28          3              0              17            17            17            17
312       1      "Bow Scout"                          97      45000     0         530         560         420       0              670          250           6           0            6             7           700         1700          10          2           180        28          3              0              19            19            19            19
313       1      "Werewolf"                           118     110000    0         830         850         680       0              950          355           6           0            1             7           600         1600          10          2           180        28          3              0              21            21            21            21
314       1      "Scout(Hero)"                        123     120000    0         890         910         740       0              980          370           6           0            2             7           700         1700          10          2           150        28          3              0              23            23            23            23
315       1      "Werewolf(Hero)"                     127     123000    0         964         1015        800       0              1027         397           6           0            2             7           700         1700          10          2           150        28          3              0              25            25            25            25
316       1      "Balram"                             132     140000    0         1075        1140        885       0              1100         440           6           0            3             7           700         1700          10          2           130        28          3              0              27            27            27            27
317       1      "Soram"                              134     164000    0         1200        1300        982       0              1173         500           6           0            7             7           700         1700          10          2           130        28          3              0              29            29            29            29
331       1      "Aegis"                              111     82000     0         712         752         584       0              850          315           3           17           1             7           500         1500          10          2           150        0           3              0              23            23            23            23
332       1      "Rogue Centurion"                    114     88000     0         751         791         615       0              880          330           3           17           2             5           500         1500          10          2           150        0           3              0              24            24            24            24
333       1      "Blood Soldier"                      117     97300     0         805         845         660       0              920          345           3           17           6             7           500         1500          10          2           150        0           3              0              25            25            25            25
334       1      "Death Angel"                        121     110000    0         870         915         720       0              960          370           3           17           6             7           500         1500          10          2           130        0           3              0              26            26            26            26
335       1      "Necron"                             125     125000    0         951         996         783       0              1015         405           3           17           2             5           500         1500          10          2           130        0           3              0              27            27            27            27
336       1      "Death Centurion"                    130     145000    0         1040        1085        865       0              1080         440           3           17           6             7           500         1500          10          2           130        0           3              0              28            28            28            28
337       1      "Schriker"                           135     170000    0         1168        1213        992       0              1190         485           3           17           6             7           500         1600          10          2           130        0           4              0              29            29            29            29
338       1      "Illusion of Kundun"                 140     140000    0         1070        1105        892       0              1200         450           3           150          10            7           800         1700          10800       2           100        0           4              0              60            60            60            60
350       1      "Berserker"                          100     44370     0         555         590         443       0              728          255           3           0            2             7           500         1550          10          2           135        33          4              0              25            25            25            25
351       1      "Splinter Wolf"                      80      16000     0         310         340         230       0              460          163           3           0            2             7           500         1500          10          2           155        33          3              0              20            20            20            20
428       1      "Chief Skeleton Warrior"             105     29000     0         475         510         440       0              570          250           3           0            1             3           400         2000          10          2           300        400         3              0              8             8             8             8
429       1      "Chief Skeleton Archer"              106     32000     0         510         555         480       0              640          260           3           0            5             7           400         1600          10          2           300        400         3              0              8             8             8             8
430       1      "Dark Skull Soldier"                 110     37000     0         600         650         500       0              710          300           3           0            1             3           400         2000          10          2           250        300         3              0              8             8             8             8
431       1      "Giant Ogre"                         112     45000     0         645         690         540       0              780          310           3           17           5             7           400         1600          10          2           250        300         3              0              8             8             8             8
432       1      "Red Skeleton Knight"                119     55000     0         780         820         600       0              850          360           3           0            1             3           400         2000          10          2           200        200         3              0              8             8             8             8
433       1      "Magic Skeleton"                     125     65000     0         830         865         680       0              920          370           4           150          4             6           400         1800          10          2           150        100         4              0              11            11            11            11
434       1      "Gigantis"                           105     30000     0         475         510         360       0              715          270           3           0            2             7           500         1500          10          2           135        0           3              0              25            25            25            25
435       1      "Berserker"                          106     33000     0         500         540         410       0              750          280           3           0            2             7           800         1700          10          2           110        0           3              0              50            50            50            50
436       1      "Balram"                             117     37000     0         560         600         460       0              800          320           6           0            4             7           500         1500          10          2           150        28          3              0              23            23            23            23
437       1      "Soram"                              119     40000     0         610         650         510       0              835          330           6           0            2             7           500         1500          10          2           150        28          3              0              25            25            25            25
438       1      "Persona"                            121     50000     0         640         680         560       0              935          370           3           0            5             7           500         1600          10          2           130        0           3              0              29            29            29            29
439       1      "Dreadfear"                          123     55000     0         700         740         610       0              1015         380           3           0            2             5           500         1500          10          2           130        0           3              0              27            27            27            27
440       1      "Dark Elf"                           135     75000     0         850         900         690       0              1300         430           6           0            6             10          700         1700          10          2           150        28          4              0              23            23            23            23
end
